URL,Importance,Interest,Interest Description
https://www.onetonline.org/link/details/51-5112.00,12,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/51-5112.00,11,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/51-5112.00,6,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/33-9021.00,74,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/33-9021.00,52,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/33-9021.00,49,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/33-9021.00,31,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/33-9021.00,24,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/33-9021.00,8,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/21-1092.00,77,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/21-1092.00,52,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/21-1092.00,48,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/21-1092.00,41,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/21-1092.00,21,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/21-1092.00,20,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/43-3061.00,100,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/43-3061.00,55,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/43-3061.00,34,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/43-3061.00,11,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/43-3061.00,11,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/43-3061.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/27-2012.00,86,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/27-2012.00,80,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/27-2012.00,43,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/27-2012.00,36,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/27-2012.00,21,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/27-2012.00,19,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/43-5061.00,82,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/43-5061.00,65,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/43-5061.00,35,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/43-5061.00,18,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/43-5061.00,3,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/43-5061.00,3,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/13-1082.00,89,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/13-1082.00,76,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/13-1082.00,39,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/13-1082.00,29,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/13-1082.00,10,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/13-1082.00,8,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/43-9081.00,85,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/43-9081.00,41,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/43-9081.00,25,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/43-9081.00,20,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/43-9081.00,11,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/43-9081.00,8,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/11-9141.00,96,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/11-9141.00,73,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/11-9141.00,42,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/11-9141.00,36,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/11-9141.00,20,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/11-9141.00,13,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/29-1024.00,86,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/29-1024.00,77,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/29-1024.00,58,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/29-1024.00,40,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/29-1024.00,11,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/29-1024.00,9,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/31-1133.00,94,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/31-1133.00,51,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/31-1133.00,50,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/31-1133.00,44,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/31-1133.00,14,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/31-1133.00,14,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/29-2053.00,95,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/29-2053.00,61,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/29-2053.00,44,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/29-2053.00,41,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/29-2053.00,18,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/29-2053.00,6,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/29-1223.00,90,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/29-1223.00,83,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/29-1223.00,48,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/29-1223.00,29,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/29-1223.00,19,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/29-1223.00,19,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/25-1066.00,100,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/25-1066.00,76,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/25-1066.00,48,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/25-1066.00,38,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/25-1066.00,23,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/25-1066.00,19,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/11-2032.00,100,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/11-2032.00,57,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/11-2032.00,52,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/11-2032.00,45,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/11-2032.00,23,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/11-2032.00,0,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/27-3031.00,80,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/27-3031.00,62,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/27-3031.00,49,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/27-3031.00,41,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/27-3031.00,30,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/27-3031.00,0,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/43-5031.00,76,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/43-5031.00,54,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/43-5031.00,43,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/43-5031.00,32,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/43-5031.00,31,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/43-5031.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/53-7072.00,95,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/53-7072.00,59,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/53-7072.00,21,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/53-7072.00,8,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/53-7072.00,5,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/53-7072.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/13-1023.00,78,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/13-1023.00,67,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/13-1023.00,40,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/13-1023.00,16,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/13-1023.00,15,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/13-1023.00,2,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/11-3061.00,100,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/11-3061.00,76,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/11-3061.00,30,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
